"individuo","Item_1","Item_2","Item_3","Item_4","Item_5","Item_6","Item_7","Item_8","Item_9","Item_10","Item_11","Item_12","Item_13","Item_14","Item_15","Item_16","Item_17","Item_18","Item_19","Item_20","Item_21","Item_22","Item_23","Item_24","Item_25","Item_26","Item_27","Item_28","Item_29","Item_30"
444,1,4,4,0,2,0,1,0,1,0,0,4,0,0,4,0,0,0,2,2,0,4,0,0,0,2,0,0,2,0
445,4,4,4,4,4,3,4,4,2,2,0,4,0,3,2,0,2,0,4,0,0,4,0,4,0,4,1,2,4,0
446,4,4,0,0,2,1,0,3,1,2,0,0,0,0,0,1,0,0,0,0,0,4,0,0,0,3,0,2,4,0
447,4,4,4,2,4,3,4,4,4,4,2,1,4,0,3,4,2,0,1,4,0,0,2,4,1,4,2,2,4,1
448,4,4,4,4,4,2,4,4,4,4,4,4,4,1,4,1,0,2,2,0,4,4,0,4,4,4,1,4,4,4
449,4,4,4,4,4,4,4,4,4,0,4,4,4,4,2,0,0,0,2,0,1,4,2,4,4,4,1,4,4,4
450,3,4,4,4,4,4,4,0,4,2,4,2,2,0,4,0,0,0,1,0,0,4,0,4,0,4,4,0,4,2
451,4,4,4,4,4,4,2,4,4,4,4,0,0,2,1,4,4,4,4,0,4,4,0,1,0,4,0,4,4,4
452,3,4,4,2,4,4,4,2,3,4,0,4,4,4,4,2,4,2,0,4,4,4,0,3,4,4,2,4,4,0
453,4,4,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,4,0,4,0,2,0,0,0,4
454,4,4,4,4,0,4,4,4,3,4,4,4,2,2,4,4,0,1,1,0,2,4,0,4,4,4,1,4,2,4
455,4,4,4,1,4,4,0,0,4,4,4,0,0,4,2,0,0,4,0,0,0,4,2,0,1,4,0,0,4,2
456,3,4,4,4,3,4,0,4,0,1,0,0,0,0,0,0,4,0,2,0,0,4,0,0,0,4,1,4,2,3
457,4,4,4,2,2,0,0,3,4,4,0,4,0,4,0,0,0,0,0,0,0,4,0,4,0,4,0,4,2,1
458,4,4,4,4,4,4,4,4,4,0,1,4,2,0,4,1,4,2,0,2,0,4,0,4,4,4,0,0,4,0
459,4,2,4,4,4,1,4,2,1,2,0,2,4,4,4,4,4,0,4,0,0,4,0,4,4,4,1,0,4,4
460,4,4,4,4,4,2,4,4,4,2,1,4,4,4,3,4,2,0,4,0,4,4,0,4,4,4,0,0,4,4
461,3,4,4,2,4,2,0,1,2,0,2,0,0,0,2,0,3,0,2,0,0,4,0,0,0,4,0,3,2,3
462,4,4,4,4,0,2,3,2,2,4,0,2,1,3,2,0,0,0,0,1,0,4,0,4,2,4,0,4,4,2
463,3,4,2,4,4,4,3,3,4,2,0,4,4,0,0,2,0,2,4,2,0,4,0,0,2,4,2,0,2,0
464,4,4,4,4,4,2,4,3,4,4,4,4,1,2,4,0,0,0,2,0,0,4,0,4,4,4,3,4,0,4
465,3,4,2,4,4,4,4,4,0,2,2,2,2,0,1,0,1,0,0,0,3,4,4,4,0,3,0,4,2,4
466,4,3,4,4,4,2,2,4,2,2,2,2,4,1,1,0,0,4,0,0,0,4,0,4,2,4,0,4,0,4
467,4,4,4,1,4,2,4,4,4,0,1,0,4,0,4,0,0,4,1,2,2,4,0,2,0,4,1,4,0,4
468,4,4,4,4,2,4,4,4,4,4,4,3,0,4,1,0,4,2,0,0,4,4,4,4,2,4,2,4,4,4
469,4,4,4,4,4,3,4,2,4,4,3,4,2,4,2,4,0,4,4,0,0,4,2,0,0,4,0,0,2,2
470,4,0,4,4,4,2,4,4,2,2,2,1,4,0,1,0,0,2,0,0,0,4,0,4,1,4,0,4,0,4
471,4,4,4,4,4,4,4,0,4,2,4,4,0,2,4,4,4,4,4,0,0,4,3,4,4,4,1,4,4,2
472,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,1,4,2,4,4,4,4,4,4,4,4,4
473,4,4,4,4,4,4,4,0,4,4,4,4,0,0,2,2,2,0,3,2,4,4,0,4,4,4,4,4,0,4
474,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,4,4,4,4,4,2,0,4,4
475,4,4,0,4,0,4,0,2,3,0,2,0,2,4,0,2,0,0,0,0,0,4,0,4,4,2,4,4,0,0
476,4,4,4,4,0,0,3,4,2,4,4,1,4,4,1,0,2,0,0,0,0,4,0,0,0,4,0,0,4,4
477,4,4,4,4,4,0,4,4,0,2,4,1,3,4,0,4,2,4,0,0,0,4,1,1,4,4,2,4,4,4
478,4,4,4,4,0,4,4,0,4,4,0,4,4,4,0,0,2,1,2,4,0,4,0,4,1,2,0,4,4,1
479,4,4,4,4,4,4,4,4,3,2,4,4,2,4,0,0,0,4,0,1,2,4,0,4,2,0,4,4,4,4
480,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,1,4,4,1,0,4,2,4,4,4,1,0,3,4
481,4,4,4,4,2,4,4,4,4,1,4,4,2,1,4,0,4,1,0,0,0,4,0,4,2,4,4,3,4,4
482,3,4,0,4,4,4,4,0,2,4,4,1,2,3,0,0,0,0,0,0,4,4,0,4,0,4,0,4,4,4
483,4,2,4,0,4,4,0,0,4,0,2,0,0,2,1,0,0,0,0,0,0,4,0,4,0,4,0,1,3,2
484,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,2,4,4,4,4,0,4,4,2,4,4,0,4
485,4,4,4,0,4,4,2,4,0,0,4,0,4,1,0,0,0,0,0,2,0,4,0,4,0,4,4,4,1,2
486,0,4,4,4,4,4,4,4,0,0,0,0,0,4,4,0,0,0,0,0,0,4,3,0,0,0,0,1,4,0
487,1,0,0,4,2,4,0,0,2,0,0,0,0,1,1,1,0,0,0,0,0,4,1,0,0,4,0,0,0,2
488,4,4,2,2,4,4,0,4,4,4,1,4,4,1,1,0,4,0,0,0,0,4,0,4,2,4,0,4,4,0
489,4,0,4,4,4,4,4,4,0,4,2,4,0,1,4,2,2,0,0,1,2,4,1,4,2,0,1,1,2,4
490,3,4,4,4,4,4,4,4,4,4,4,2,4,4,4,4,4,4,4,2,2,4,3,4,4,4,2,4,4,3
491,4,4,4,4,2,4,4,4,1,4,4,0,4,2,2,0,4,0,4,2,4,4,0,4,0,4,4,4,2,3
492,4,4,4,4,4,4,1,4,4,1,2,2,4,4,2,0,0,4,3,0,0,4,4,4,0,2,0,4,4,1
493,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,4,4,1,3,0,4,0,4,0,4,4,4,4,4
494,4,1,0,4,4,0,2,0,3,4,1,2,2,0,0,3,2,2,0,0,0,4,4,4,0,0,1,4,2,4
495,4,4,4,4,4,4,4,2,0,4,4,4,0,4,0,4,1,4,0,0,4,4,2,2,4,4,4,4,4,4
496,4,4,4,4,4,4,4,0,4,4,4,4,0,4,0,3,4,0,2,4,1,4,0,4,2,4,2,0,4,4
497,1,4,4,4,4,4,4,4,4,4,4,4,2,4,3,0,3,0,0,0,4,4,4,4,4,4,4,4,4,4
498,4,4,0,4,4,4,4,0,0,0,3,4,2,2,0,3,0,4,0,0,4,4,0,2,0,4,0,0,4,4
499,4,4,4,4,4,4,4,4,4,2,4,4,4,4,4,4,2,0,4,1,4,4,4,4,4,4,0,4,4,4
500,3,0,4,4,3,4,4,0,4,4,0,0,0,0,1,0,0,4,0,0,0,4,0,4,0,0,0,1,4,0
501,4,4,3,4,4,4,4,4,4,0,4,3,2,4,3,0,4,1,4,4,4,4,3,4,2,4,2,4,4,0
502,4,4,4,4,0,4,4,4,4,4,0,1,0,4,0,1,0,2,1,4,0,4,1,1,2,0,1,3,2,2
503,4,0,4,4,4,4,0,0,4,4,4,4,2,2,0,3,4,1,4,4,4,2,0,4,4,4,0,1,2,0
504,4,2,4,4,4,4,4,4,4,4,0,0,0,3,1,4,4,0,4,3,0,4,0,4,2,0,0,2,4,2
505,3,3,4,4,4,4,4,0,0,3,3,1,0,3,4,2,2,0,0,4,0,4,4,0,4,4,0,4,4,3
506,3,4,4,2,4,4,0,4,1,1,4,0,1,0,0,0,2,1,0,4,0,4,0,4,0,4,0,0,0,2
507,4,4,4,4,2,4,4,4,4,1,4,2,0,4,4,4,4,2,0,2,1,4,1,4,2,4,0,2,4,0
508,3,4,4,4,4,4,4,4,4,4,4,2,4,4,4,4,2,0,0,0,0,4,3,4,0,4,4,4,4,4
509,3,3,2,4,0,1,2,1,1,3,0,0,0,1,0,0,4,0,0,0,4,4,0,4,0,4,0,0,2,2
510,4,4,3,4,4,4,4,4,3,4,4,0,2,4,2,1,0,4,0,0,4,4,1,2,1,2,2,4,4,0
511,4,4,4,4,4,4,4,2,4,4,4,4,2,2,0,4,0,2,0,0,0,4,0,2,0,4,0,4,4,2
512,4,4,4,4,1,4,4,4,4,4,4,4,1,0,1,0,0,0,0,2,0,4,0,4,4,4,0,0,0,2
513,4,4,4,4,4,4,4,2,4,0,4,4,2,0,1,4,4,0,4,4,4,4,0,4,2,4,4,4,4,4
514,4,4,4,4,0,4,4,3,4,4,0,1,4,0,0,4,0,0,4,0,0,4,0,2,0,0,1,2,4,4
515,3,0,0,4,2,4,4,3,4,0,4,2,0,2,0,1,0,1,4,0,2,4,0,0,4,4,0,4,2,4
516,4,2,4,4,4,4,4,4,4,2,0,3,2,0,4,4,0,4,2,0,1,4,2,4,0,4,0,4,4,2
517,4,3,4,0,4,4,4,4,4,3,4,2,0,2,0,0,0,0,0,0,1,4,4,4,0,4,0,4,4,3
518,4,4,3,4,4,4,2,0,4,4,4,4,4,4,4,4,0,1,2,0,2,4,4,4,4,4,0,4,3,4
519,0,4,4,4,2,3,4,4,3,4,0,0,0,1,0,0,0,0,0,2,2,4,0,4,2,2,0,4,2,0
520,4,4,4,4,4,4,4,4,4,4,2,1,0,4,0,4,4,4,1,0,2,4,0,4,4,4,0,4,4,0
521,3,4,4,4,4,4,2,4,4,4,4,1,4,4,0,0,0,0,2,1,0,4,2,4,4,4,4,4,3,3
522,3,4,4,4,4,4,0,0,4,1,2,0,1,3,4,4,0,4,0,0,0,4,0,4,2,1,0,0,4,0
523,4,4,4,4,1,2,4,4,2,4,4,4,4,1,0,4,4,4,0,0,0,4,0,2,1,4,4,4,4,4
524,4,0,4,4,4,4,4,4,4,4,4,4,2,3,0,4,4,0,0,0,4,4,0,3,4,4,0,0,1,4
525,0,4,0,4,4,4,4,4,1,2,0,0,2,2,4,4,2,4,0,3,0,4,2,4,0,4,0,4,4,3
526,4,4,4,4,0,4,4,4,4,4,4,4,2,4,2,4,3,3,1,4,0,4,2,4,4,4,2,1,4,3
527,4,4,4,0,4,0,4,4,4,4,4,1,4,4,4,0,0,0,0,4,0,4,0,0,2,4,2,3,4,4
528,4,4,4,4,2,4,2,4,4,4,4,4,4,4,1,0,0,0,4,1,0,4,1,4,4,4,4,4,4,0
529,4,4,4,4,4,0,4,4,4,4,4,4,4,4,4,0,4,4,4,1,2,4,3,4,2,4,4,3,0,4
530,4,4,4,4,4,1,4,4,3,0,4,3,2,1,0,0,4,2,2,0,0,4,0,4,1,4,4,4,1,4
531,4,4,4,4,4,4,4,4,2,4,4,2,2,4,0,0,0,0,2,0,1,4,0,4,0,4,1,1,4,0
532,4,4,4,3,1,4,1,4,4,4,2,0,2,4,2,0,1,3,3,0,0,4,0,4,0,4,0,2,3,1
533,4,4,1,1,4,3,1,0,4,3,3,1,0,2,4,4,4,0,0,2,1,4,0,0,2,4,2,4,4,2
534,1,4,4,0,1,3,0,4,4,2,2,2,0,0,4,4,0,0,0,0,0,0,0,4,4,4,0,0,0,2
535,4,4,4,4,4,2,4,2,4,4,4,1,0,0,0,1,0,0,0,4,0,4,0,4,4,1,0,4,0,4
536,4,4,4,4,4,4,4,4,4,4,1,0,3,4,0,4,4,4,0,4,0,0,0,4,0,4,0,2,4,2
537,4,4,0,4,4,1,4,4,0,2,1,4,2,1,1,0,0,1,1,0,0,4,0,2,0,4,0,4,4,0
538,4,4,0,4,4,4,4,2,0,4,4,0,4,1,2,4,4,4,4,0,1,4,0,4,4,4,4,2,3,4
539,4,4,3,2,3,4,0,1,4,0,2,1,0,2,0,4,4,0,0,0,0,4,0,0,0,0,0,4,0,0
540,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,1,4,1,3,0,4,0,0,4,4,2,4,4,4
541,4,4,4,2,4,4,4,4,4,4,2,2,0,2,0,2,0,4,0,0,4,4,0,4,4,4,0,0,4,3
542,4,4,4,4,4,4,4,4,4,0,2,2,0,4,2,0,4,2,0,4,4,4,3,4,0,4,0,3,4,1
543,4,4,0,2,4,4,4,2,2,1,1,4,0,2,0,0,0,0,4,4,0,4,0,4,2,4,0,0,4,2
544,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,4,4,4,4,4,4,4
545,4,4,4,4,3,4,0,4,4,4,4,3,0,0,4,2,0,4,0,0,0,4,0,4,0,4,0,2,4,4
546,4,4,4,4,4,4,3,4,3,4,1,4,4,0,0,0,1,1,1,0,0,1,0,2,1,4,2,4,1,4
547,3,0,0,4,4,4,2,0,0,2,0,1,0,0,2,4,0,0,0,1,0,4,0,4,0,4,0,0,4,0
548,4,4,2,4,0,4,4,2,1,0,4,4,1,1,0,0,0,0,4,0,4,4,0,2,2,4,0,0,4,0
549,4,4,4,4,4,4,3,4,4,1,4,0,0,4,0,0,0,0,2,4,0,4,0,4,2,4,0,1,3,0
550,1,4,2,4,4,2,4,3,2,0,2,2,0,0,0,3,4,4,0,0,0,3,0,4,0,4,4,3,4,2
551,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,4,0,4,2,2,2,4,2,4,1,4,0,0,2,4
552,4,4,4,4,4,4,2,4,4,1,1,0,0,4,3,0,2,4,4,2,2,4,2,4,0,0,0,4,4,3
553,4,4,4,4,4,2,4,4,4,4,4,4,0,4,2,3,0,2,0,0,0,4,1,4,0,4,0,2,3,4
554,3,4,4,3,4,4,2,4,0,1,1,0,0,0,0,2,0,0,2,4,0,1,0,0,0,4,0,0,2,3
555,4,4,1,1,4,0,2,4,0,4,2,2,4,2,4,2,4,1,0,0,0,4,0,4,0,4,0,2,2,3
556,4,3,4,4,4,4,0,2,4,3,0,0,0,0,4,1,1,4,0,0,0,1,0,4,2,4,2,2,4,4
557,3,4,4,0,4,4,4,4,4,0,2,4,1,2,0,0,0,0,4,2,0,4,0,4,0,4,0,2,2,0
558,4,1,4,4,4,2,0,4,4,4,4,4,4,2,0,4,3,0,0,4,1,2,0,4,0,4,4,4,3,3
559,0,2,4,4,4,0,2,1,4,1,0,0,4,2,0,2,0,4,0,3,0,4,0,1,4,4,2,2,4,4
560,3,4,4,4,4,0,0,4,1,0,2,2,4,0,1,2,0,0,0,0,0,1,0,1,0,0,0,0,4,0
561,4,4,4,4,4,4,2,2,4,4,4,4,4,4,2,4,0,0,0,0,0,4,3,3,2,4,4,4,4,1
562,4,4,4,4,4,4,4,4,4,0,0,4,4,4,2,4,0,0,0,0,1,1,0,4,0,4,0,4,0,4
563,4,4,0,4,4,4,4,4,4,4,4,4,4,1,4,4,4,1,0,2,0,4,4,4,2,4,0,4,4,4
564,4,4,4,4,4,4,4,4,4,4,2,4,1,2,4,4,3,0,4,0,4,4,4,4,4,4,2,1,4,4
565,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,4,0,2,4,4,4,4,4,4,4,4,4
566,4,4,4,4,4,4,4,3,4,4,3,4,0,4,2,0,0,0,2,4,4,4,0,1,0,4,0,2,4,3
567,4,4,4,4,4,4,4,0,4,4,4,4,4,4,1,2,0,4,2,0,0,4,2,4,0,4,2,4,2,4
568,4,4,4,2,0,0,3,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,3
569,4,3,4,4,4,0,4,4,1,4,0,2,0,4,2,1,2,3,0,1,0,4,0,4,2,2,4,0,2,4
570,4,4,0,4,0,4,2,4,4,4,4,0,4,0,3,1,4,0,2,0,0,2,0,2,3,4,0,0,1,0
571,4,4,2,4,4,4,0,2,0,1,0,0,0,0,0,0,2,2,0,0,2,4,0,4,0,4,0,4,4,0
572,3,4,4,4,4,4,4,4,3,4,3,4,4,1,4,2,1,0,2,0,4,4,3,4,2,4,4,4,4,4
573,1,4,0,4,4,0,0,2,1,4,1,0,0,0,4,1,1,1,4,2,0,4,0,4,2,4,1,2,4,0
574,4,2,4,4,2,4,4,4,2,4,4,2,0,4,4,3,4,0,4,4,0,4,0,4,2,4,0,1,4,4
575,4,4,0,4,4,4,4,4,3,4,0,0,4,4,0,0,0,0,0,0,0,4,0,4,0,4,0,4,4,0
576,4,4,4,2,2,0,4,3,4,4,4,1,4,4,1,4,0,4,0,0,0,4,2,4,1,4,4,0,4,4
577,4,4,4,4,4,0,4,4,2,4,1,4,4,0,4,2,4,4,0,0,0,4,0,4,4,2,2,1,4,1
578,4,2,4,1,0,4,2,4,4,2,0,0,0,1,0,0,4,0,0,0,0,1,0,1,0,2,0,4,1,2
579,4,0,4,2,0,4,0,1,0,0,2,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,2,0
580,2,2,4,0,0,0,4,0,0,0,4,0,0,4,0,1,0,0,0,0,0,4,0,0,0,0,0,0,1,0
581,4,4,4,4,2,1,3,0,1,0,4,3,2,1,0,0,0,0,0,0,0,4,0,0,2,0,0,0,0,2
582,4,4,4,2,2,4,4,4,2,4,2,4,2,2,3,2,0,0,2,1,4,4,0,4,2,1,0,3,0,4
583,4,4,4,4,4,0,4,4,4,4,1,0,4,2,2,4,0,0,4,0,4,4,0,4,4,4,0,4,4,0
584,1,4,4,4,4,4,4,4,3,4,4,4,4,4,3,0,0,2,4,0,4,4,4,4,4,1,4,4,4,3
585,4,4,4,4,4,4,4,4,4,0,4,4,3,4,1,4,0,4,0,0,2,4,4,0,4,4,2,4,4,4
586,4,0,4,0,0,4,4,4,3,0,2,0,0,4,0,4,1,0,0,0,0,4,2,4,0,4,0,1,3,1
587,4,4,4,4,4,2,2,2,4,3,2,4,2,0,1,4,4,4,4,1,3,4,0,4,0,4,0,4,4,2
588,4,0,4,0,4,0,4,3,4,2,4,1,2,4,0,1,0,4,0,0,0,4,0,4,1,4,1,0,0,0
589,4,4,4,4,4,4,4,4,4,2,4,4,0,4,2,2,0,4,2,0,0,4,2,0,4,2,1,4,2,4
590,0,4,4,0,4,4,1,2,4,0,0,0,1,1,0,0,0,4,0,0,2,4,0,0,0,0,0,4,4,2
591,4,4,4,4,4,4,4,4,2,0,3,4,2,2,4,4,4,0,0,1,1,4,0,4,2,4,4,4,4,2
592,3,2,0,3,1,0,3,4,3,0,4,0,2,0,2,0,0,4,0,0,0,4,0,4,0,4,0,2,3,0
593,4,4,4,2,1,2,0,3,0,4,4,4,4,0,2,3,0,0,1,2,0,4,0,4,0,4,4,2,1,0
594,4,4,4,0,4,4,4,2,0,2,1,0,4,1,0,2,0,0,4,0,0,4,0,0,4,4,0,4,4,2
595,4,4,4,4,4,0,1,4,0,0,4,1,0,2,0,0,4,0,1,0,0,4,0,4,0,4,0,4,4,4
596,4,4,4,0,4,4,4,2,4,4,2,4,4,0,1,0,2,0,0,0,1,4,4,2,2,2,0,2,4,0
597,0,4,4,2,3,0,4,4,4,0,0,0,4,4,4,1,4,0,4,0,1,4,0,4,4,4,4,4,4,3
598,4,4,0,4,4,4,4,1,2,4,3,4,0,3,2,4,0,0,0,0,2,4,0,0,4,4,0,0,4,0
599,0,2,4,3,4,4,4,1,0,2,2,0,2,2,0,4,0,2,2,4,0,4,0,0,4,4,0,0,3,0
600,4,4,4,4,4,4,4,4,4,3,4,1,3,0,4,4,4,4,0,4,3,4,0,4,2,4,2,4,4,4
601,1,4,0,4,4,4,4,2,0,2,0,0,1,2,2,0,0,0,0,0,0,4,0,0,0,4,2,2,4,0
602,4,4,0,4,4,4,1,4,4,2,0,0,4,4,0,0,0,0,0,1,0,4,0,4,0,2,0,0,0,2
603,4,4,4,4,4,4,4,2,4,4,4,3,2,4,0,4,4,1,4,0,0,4,0,2,4,4,3,4,0,2
604,4,4,4,4,4,4,2,4,4,2,4,4,4,0,2,0,0,1,3,4,0,4,0,4,1,4,0,1,4,0
605,0,4,4,4,2,4,2,4,4,2,0,0,4,2,4,4,4,0,0,4,0,4,0,4,0,4,0,0,4,3
606,3,4,0,2,0,1,0,3,0,0,0,1,4,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,2,0
607,3,4,4,4,4,2,4,4,4,4,1,4,4,2,2,4,0,0,2,4,4,4,2,2,0,4,0,3,3,4
608,4,3,4,4,4,4,4,2,2,2,0,0,4,0,0,1,0,4,0,0,0,4,0,0,4,4,0,1,2,0
609,4,0,4,4,2,0,0,0,0,4,1,4,0,1,0,0,2,4,4,0,0,4,0,3,2,3,4,1,2,0
610,0,4,0,4,1,4,0,4,4,4,0,0,0,0,4,3,0,0,0,2,0,4,0,0,0,4,0,1,4,0
611,3,3,2,0,4,3,0,4,4,2,4,0,0,0,0,0,0,4,4,4,0,1,0,0,0,4,0,0,0,1
612,1,4,4,2,4,4,3,4,0,0,4,4,3,0,0,1,1,0,0,0,0,4,0,4,0,4,0,1,4,4
613,4,4,4,4,4,2,4,4,1,2,2,3,0,4,0,0,0,0,1,2,0,4,0,4,4,1,0,0,1,4
614,4,4,4,4,4,4,4,4,4,4,4,2,4,2,4,4,4,4,4,3,0,4,0,4,4,2,4,4,4,4
615,4,4,4,2,0,2,3,0,0,0,0,0,2,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,2,0
616,4,4,4,4,4,4,4,4,4,4,0,3,3,4,4,4,4,1,0,0,0,4,2,4,0,4,0,4,2,4
617,4,4,4,4,4,4,3,1,4,4,4,4,2,4,0,4,4,1,1,2,4,4,1,4,4,4,4,2,4,4
618,4,4,4,4,0,2,4,1,4,4,0,4,1,2,2,0,4,0,0,4,0,4,1,4,4,4,4,4,3,1
619,4,2,1,4,4,4,4,4,4,4,4,0,1,2,0,1,4,0,0,0,0,4,2,4,0,1,0,4,4,2
620,4,3,0,4,4,1,4,4,0,4,4,0,4,4,0,4,0,0,3,0,1,4,0,4,4,0,0,2,4,4
621,4,4,4,4,4,4,4,2,0,2,3,1,0,4,2,4,0,4,0,0,0,4,0,4,4,4,0,3,4,4
622,4,4,4,4,2,0,4,2,4,0,4,4,1,4,2,4,0,3,4,0,1,0,0,4,0,4,2,2,1,3
623,4,4,4,4,4,4,4,4,4,4,4,4,0,2,2,0,0,0,4,0,2,4,4,4,4,4,2,4,4,4
624,4,4,4,4,4,4,4,4,1,4,4,4,2,2,4,4,4,4,1,0,4,4,4,4,4,4,4,4,4,4
625,4,4,4,4,2,4,4,4,4,4,4,4,2,4,4,0,0,4,3,0,4,4,0,4,0,4,3,4,4,4
626,1,4,4,4,1,0,4,4,2,0,0,1,0,2,0,0,0,0,0,0,4,3,0,4,0,4,0,0,2,0
627,4,4,4,4,4,4,4,4,3,4,0,4,2,4,1,0,3,4,2,2,4,4,4,3,4,4,0,2,4,0
628,4,4,1,4,2,4,4,2,4,4,4,4,2,0,4,2,1,2,4,1,4,4,0,4,2,4,4,4,4,4
629,4,3,0,4,2,0,0,0,0,4,2,2,2,0,2,2,0,0,0,0,0,4,0,4,0,4,0,0,2,0
630,3,4,1,0,0,0,1,1,0,3,4,0,0,0,0,4,0,0,0,0,4,4,0,4,0,4,0,1,4,1
631,4,4,4,4,4,4,1,4,4,0,3,0,4,0,3,3,0,0,0,4,4,4,4,4,4,4,4,4,3,4
632,4,4,3,0,4,4,1,0,2,2,0,1,2,0,2,4,1,0,0,0,0,4,1,0,1,4,0,0,4,2
633,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,0,4,4,4,4,4,4,0,4,4,4,4,4,4,4
634,4,4,4,0,4,4,4,4,4,4,4,2,4,2,3,2,4,4,0,3,1,4,3,2,0,4,4,3,4,4
635,4,4,4,4,4,4,4,4,4,4,1,4,4,4,4,4,4,2,4,2,0,4,0,4,4,4,2,4,4,4
636,4,4,0,4,4,4,4,4,1,4,4,0,4,0,0,4,4,2,0,0,0,4,0,2,1,4,0,4,4,1
637,4,4,4,3,4,4,0,2,3,4,4,0,0,2,4,0,0,1,1,2,1,4,0,1,2,4,0,4,2,0
638,4,4,4,4,4,0,4,2,4,2,4,1,0,4,0,2,0,0,2,2,0,4,4,2,1,4,1,2,4,2
639,1,4,4,2,0,2,3,2,4,1,0,0,0,2,2,2,0,0,0,0,0,4,0,4,0,0,0,2,2,0
640,4,4,4,4,3,2,4,4,2,0,0,0,2,4,0,4,0,0,4,0,0,4,0,4,0,4,0,4,4,0
641,4,4,4,4,4,4,4,4,4,4,4,4,2,4,4,3,2,0,4,0,0,4,0,4,4,4,0,4,4,0
642,4,4,1,2,0,0,4,4,1,0,0,0,0,0,0,0,0,0,0,0,3,4,2,0,0,2,0,0,4,2
643,4,0,0,4,4,4,1,1,0,4,0,1,4,0,2,2,0,2,0,0,4,3,2,0,1,1,0,4,4,1
644,3,4,0,4,0,0,4,2,0,3,0,0,0,0,1,0,0,0,1,0,0,4,0,4,0,0,0,1,0,1
645,4,4,4,2,4,4,0,2,4,1,2,0,4,0,0,0,0,0,0,0,0,4,0,0,0,2,1,3,2,3
646,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,0,2,4,4,4,4,0,4,2,4,4,4,0,4
647,4,4,4,4,4,2,4,4,3,3,4,0,1,0,4,0,0,0,2,0,2,4,0,2,2,4,4,4,4,4
648,3,4,4,4,4,4,4,4,4,4,1,0,4,1,4,2,2,2,1,1,4,4,0,4,4,4,2,4,4,0
649,4,4,4,0,4,4,2,4,4,1,4,0,0,2,0,0,0,0,4,0,0,2,0,4,4,4,0,2,4,2
650,3,4,4,4,4,0,4,4,4,0,3,4,2,4,2,1,4,0,0,0,0,4,0,4,0,4,0,4,2,4
651,3,4,4,4,1,4,4,4,4,4,4,4,1,2,0,4,0,0,0,2,4,4,2,4,4,4,4,4,3,2
652,4,1,4,4,4,4,3,0,4,4,0,0,4,4,0,4,4,0,0,2,0,4,1,4,1,4,0,0,4,4
653,4,4,4,4,4,4,4,0,4,0,0,2,0,0,0,0,0,0,4,0,0,4,0,2,1,0,0,2,4,4
654,4,4,3,2,4,4,4,3,4,2,0,0,1,2,2,1,0,0,0,0,0,4,0,4,2,4,0,1,0,1
655,4,4,0,4,4,4,3,1,3,4,4,2,4,2,4,0,1,0,0,4,0,4,0,4,4,4,4,4,1,4
656,4,4,4,2,2,4,4,4,2,0,2,1,4,3,1,0,4,0,1,0,0,4,4,4,2,4,4,0,2,4
657,3,2,4,0,4,4,4,4,4,2,4,1,4,0,4,1,0,2,4,0,0,4,0,4,4,4,0,1,1,0
658,4,1,2,4,4,0,4,4,4,4,1,4,0,3,2,2,4,2,0,0,3,4,4,4,4,4,2,4,4,0
659,4,4,4,4,4,4,4,4,2,2,4,0,1,4,2,0,2,0,3,0,0,4,0,4,2,2,1,4,4,4
660,4,4,4,4,4,2,4,4,4,4,4,4,4,2,1,4,4,4,0,0,4,4,0,4,2,4,4,2,3,0
661,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,0,0,4,4,2,4,4,4,4,4,4,4
662,4,4,4,4,4,4,4,4,4,4,4,4,2,4,2,3,2,4,0,4,0,4,0,4,4,4,0,4,4,4
663,2,4,4,4,2,4,0,0,2,4,0,4,2,4,0,4,4,0,0,0,0,4,0,4,0,2,0,1,4,3
664,4,0,4,4,4,4,4,3,2,3,1,4,4,1,4,0,0,4,0,4,0,4,4,4,4,4,4,4,0,2
665,4,0,2,4,4,0,4,4,2,4,4,0,0,2,0,0,4,1,2,0,0,0,0,2,0,4,0,0,4,2
666,1,0,4,0,0,3,2,4,4,2,4,0,2,0,0,0,0,4,0,0,0,4,0,0,2,4,0,2,0,1
